serial_number,terminal_id,deployment_date
0821872762,52740,2021-04-22
0821933217,838675,2024-12-22
1850035066,126092,2022-03-23
0821895422,63411,2021-06-02
0821895422,59843,2021-05-20
0821585930,122303,2022-03-09
0822235065,79296,2021-08-28
0821542916,32100,2021-02-01
0821896561,68936,2021-06-30
0821114884,718,2020-01-06
1850038744,113555,2022-01-27
1850025668,678552,2023-10-03
0821893082,29122,2021-01-12
0821871124,644429,2023-08-15
0821536211,8925,2020-10-01
0821542914,26163,2020-12-19
0821579608,19285,2020-11-11
0822234774,690375,2023-10-19
0822238543,488393,2023-03-08
1850077100,99091,2021-11-10
0822234043,81894,2021-09-02
0822242419,76287,2021-08-17
0822244033,124977,2022-03-19
0822253049,110621,2022-01-12
0821707997,10990,2020-10-13
0822298074,83449,2021-09-09
0822235542,67162,2021-06-23
0822237088,76059,2021-08-17
0822242355,72265,2021-07-28
1850037232,164698,2022-06-28
0822254207,87474,2021-09-25
0821589108,20494,2020-11-16
0822298716,873411,2025-04-23
0821536642,884036,2025-05-25
0822061792,65269,2021-06-08
V9E0014719,855350,2025-02-19
1850039498,796238,2024-07-01
0821896558,50117,2021-04-13
0822243563,620156,2023-07-06
0822062507,678095,2023-10-02
0821541414,64863,2021-06-06
0821706726,498232,2023-03-21
0822311145,79221,2021-08-28
1850037050,177469,2022-07-23
0821935435,62147,2021-05-29
0821933020,844958,2025-01-15
0822210096,683942,2023-10-10
0821892708,48001,2021-04-05
0822235689,71421,2021-07-14
0821579883,24430,2020-11-28
1850038168,110825,2022-01-13
0822240250,76527,2021-08-18
1850029992,585648,2023-06-11
0822238786,752515,2023-12-20
1850082874,99651,2021-11-14
0821580079,19999,2020-11-14
0821590333,805499,2024-08-13
V9E0010875,855352,2025-02-19
1850080559,851640,2025-02-09
1850037610,95813,2021-10-27
0821871979,44914,2021-03-21
0821931572,36196,2021-03-01
0821897115,874387,2025-04-27
0822243648,79089,2021-08-27
0821936135,105903,2021-12-14
0822242419,77059,2021-08-20
0821709224,27133,2020-12-27
0822063326,81167,2021-08-30
0821892844,858669,2025-02-27
0822236200,67844,2021-06-27
0822295946,63971,2021-06-05
0821298623,3186,2020-08-11
0821928715,852686,2025-02-12
1850036500,116942,2022-02-14
0821872992,177392,2022-07-23
0822241132,74203,2021-08-08
0821588850,17814,2020-11-05
0821931982,94942,2021-10-25
0821387281,27483,2020-12-28
0821593101,54907,2021-04-28
0821298489,8965,2020-10-01
0821930455,34428,2021-02-15
0821592989,21389,2020-11-17
0821895545,826499,2024-11-11
1850037855,621488,2023-07-09
1850035492,810574,2024-09-03
0821539848,20628,2020-11-16
0821892430,43156,2021-03-13
0821897533,46860,2021-03-30
0822215371,71096,2021-07-13
0822240295,94016,2021-10-20
0822233825,831570,2024-11-27
0821892016,28745,2021-01-10
1850108717,89141,2021-09-30
0821934687,668501,2023-09-18
0821933349,277297,2022-09-05
0822236910,65308,2021-06-08
0821894088,57149,2021-05-07
0821872654,756931,2024-01-09
V9E0012783,879078,2025-05-14
0822320181,506540,2023-04-04
0822298587,753379,2023-12-24
0821348820,2576,2020-07-14
0822296092,80549,2021-08-29
0821895422,63126,2021-06-01
1850048318,104207,2021-12-06
0821539111,755811,2024-01-04
0822311700,835956,2024-12-12
1850033419,118817,2022-02-22
0822298437,373714,2022-11-09
0821933686,757114,2024-01-10
0822236503,910658,2025-08-17
0821931503,902206,2025-07-23
0822312080,81722,2021-09-01
0821706179,455418,2023-01-23
0822058756,123994,2022-03-15
0821929899,88619,2021-09-29
0822312822,855750,2025-02-19
0821579983,881476,2025-05-18
1850081009,415076,2022-11-22
0821588535,792831,2024-06-11
0821933577,507222,2023-04-05
0822297789,759186,2024-01-18
0821570165,845019,2025-01-15
V9E0014387,860783,2025-03-06
0822242724,413056,2022-11-20
0822062702,579948,2023-06-07
0821931108,51256,2021-04-17
1850022348,682920,2023-10-09
1850028171,119371,2022-02-24
1850049327,757953,2024-01-14
0821385820,110855,2022-01-13
0821537863,135586,2022-05-17
0821932946,134293,2022-05-12
0821871763,159642,2022-06-20
1850082078,147701,2022-06-06
1850034811,147033,2022-06-05
0822059280,794368,2024-06-21
0822215928,682430,2023-10-08
1850038907,474438,2023-02-19
0821897829,109064,2022-01-03
0821935753,96604,2021-10-30
0822321561,309653,2022-09-19
0822319919,329975,2022-10-03
0821934687,64725,2021-06-06
0821570448,3548,2020-08-13
0822241756,75721,2021-08-15
0821545425,8078,2020-09-27
1850082870,100590,2021-11-17
0822237278,662915,2023-09-10
0821541572,816602,2024-09-30
0821927730,841889,2025-01-02
0821294328,63099,2021-06-01
1850031956,856701,2025-02-23
1850047356,865912,2025-03-24
0821706157,8203,2020-09-27
0822236335,710380,2023-12-11
0821872762,57392,2021-05-08
1850037232,110554,2022-01-12
0822238261,755786,2024-01-04
0821932870,824279,2024-11-03
0821708490,772838,2024-03-18
0821746705,849385,2025-01-31
0821579883,24448,2020-11-28
0822237447,844278,2025-01-13
0822244052,87350,2021-09-24
0822311780,814802,2024-09-22
0821589217,825658,2024-11-07
1850081014,876165,2025-05-04
0822233518,74153,2021-08-08
0821706609,7985,2020-09-27
0822240905,69450,2021-07-04
0821929409,50770,2021-04-15
0821929592,416731,2022-11-24
0821579459,21152,2020-11-17
0821891167,296746,2022-09-13
0821927730,372222,2022-11-07
0821588231,15850,2020-10-29
0821748665,176006,2022-07-21
0821895880,854330,2025-02-17
0821570264,885187,2025-05-28
0822312952,417391,2022-11-25
0821892392,90954,2021-10-10
0822311960,503845,2023-03-30
0822298344,84689,2021-09-14
0821798840,428191,2022-12-11
1850036965,810581,2024-09-03
0821747157,418190,2022-11-26
0822236180,132683,2022-04-28
0822211169,908603,2025-08-11
0822239715,910613,2025-08-17
0821896013,434714,2022-12-21
0821747033,113693,2022-01-28
0821543471,24794,2020-11-29
0821543471,24910,2020-11-29
0821706021,852190,2025-02-11
1850073628,100531,2021-11-17
0821544002,662246,2023-09-10
0821588896,26962,2020-12-25
0821593101,88447,2021-09-28
1850052885,124233,2022-03-16
V9E0012772,876618,2025-05-06
0822236651,873182,2025-04-22
0821538290,169503,2022-07-07
0822236339,74662,2021-08-10
0821936092,349185,2022-10-18
0821468697,805891,2024-08-14
0822233441,910875,2025-08-18
0822233518,913263,2025-08-26
0822243802,757923,2024-01-14
0821897829,814002,2024-09-18
0822236532,106235,2021-12-16
0822244113,482302,2023-03-01
0821895422,59904,2021-05-20
0821895422,74129,2021-08-08
0821543417,27513,2020-12-28
0822235722,81236,2021-08-31
0821895838,48580,2021-04-08
1850079533,89206,2021-09-30
0821873753,48303,2021-04-07
0822296319,87933,2021-09-27
0822062999,60820,2021-05-23
0822253234,82313,2021-09-05
0821895692,537278,2023-05-03
1850040602,157586,2022-06-16
0821927899,874370,2025-04-27
0822061792,91609,2021-10-12
0821539902,21183,2020-11-17
0821705467,9047,2020-10-01
0821748682,548562,2023-05-11
0821538396,31815,2021-01-28
0821798764,71734,2021-07-25
1850047754,126948,2022-03-29
0822295941,63450,2021-06-02
1850040041,710010,2023-12-10
1850042023,97047,2021-10-31
0821892318,87915,2021-09-27
0822298311,83301,2021-09-08
1850079732,104185,2021-12-06
1850047139,100739,2021-11-17
0821873984,112350,2022-01-22
1850047754,127229,2022-03-30
0822208949,889295,2025-06-12
1850077783,441821,2023-01-03
V9E0017433,856793,2025-02-23
0821872367,366198,2022-11-02
0821930857,811539,2024-09-08
1850073993,100567,2021-11-17
0821579988,852745,2025-02-12
0822236163,756457,2024-01-08
0822237197,853879,2025-02-16
1850081721,104162,2021-12-06
0821580079,825294,2024-11-06
0822236503,78254,2021-08-25
0821586869,124697,2022-03-17
0821872565,104435,2021-12-07
0821897282,42597,2021-03-10
1850048892,425041,2022-12-06
0822237071,76816,2021-08-19
0821895422,62786,2021-05-31
0821895422,64068,2021-06-05
0822059730,66229,2021-06-15
0821706186,115989,2022-02-08
0822253149,83340,2021-09-08
0821872992,815900,2024-09-26
1850080667,330431,2022-10-03
1850031939,809920,2024-09-01
0821871311,95684,2021-10-27
0821298622,3178,2020-08-11
0822243467,89199,2021-09-30
1850077134,828536,2024-11-18
0821539897,115090,2022-02-03
0821933339,789454,2024-05-28
0822215875,81196,2021-08-30
0821705510,497541,2023-03-20
0821929495,60965,2021-05-24
0821894460,56124,2021-05-05
0821211366,1454,2020-04-01
0822320146,407241,2022-11-14
0822241782,101991,2021-11-23
0821545494,11167,2020-10-13
0821934529,57899,2021-05-09
0821746271,856902,2025-02-23
0821538807,135508,2022-05-17
1850031642,659212,2023-09-05
0821544028,758610,2024-01-16
0821894088,888988,2025-06-11
0821873747,153698,2022-06-12
0822061441,175343,2022-07-20
0821585798,48632,2021-04-09
0822058998,245048,2022-08-24
0822297807,784211,2024-05-07
1850077720,157458,2022-06-16
0821930099,61669,2021-05-27
0822235482,74236,2021-08-08
0822059667,72322,2021-07-29
0821745899,132656,2022-04-28
0821931080,173772,2022-07-18
0821891804,103859,2021-12-04
0821590210,42057,2021-03-05
0821932451,175069,2022-07-20
0822298696,770274,2024-03-06
0822312979,156324,2022-06-15
0822295624,66543,2021-06-20
0821895580,797722,2024-07-08
0822215875,803494,2024-08-04
0822244328,161017,2022-06-21
0821543471,24861,2020-11-29
0822235545,66667,2021-06-20
0821872762,63201,2021-06-01
0822314993,784492,2024-05-08
0821707605,913247,2025-08-26
0821895046,877225,2025-05-08
0821543471,24913,2020-11-29
0821587026,27888,2021-01-02
0821543577,35165,2021-02-20
0821585739,475474,2023-02-20
0822297590,159737,2022-06-20
0822298274,159736,2022-06-20
0821579956,20665,2020-11-16
0821544003,31847,2021-01-29
1850049275,144944,2022-06-02
0822058998,58749,2021-05-17
0821892290,59372,2021-05-19
0821891363,149138,2022-06-07
0821893101,50943,2021-04-15
1180127584,882847,2025-05-21
V9E0017124,869918,2025-04-09
0821579883,24450,2020-11-28
0821542772,16718,2020-11-02
0821211449,1278,2020-03-05
0821928118,59308,2021-05-18
1850047578,97281,2021-11-01
1850034173,106044,2021-12-15
0821936030,116906,2022-02-14
0822211572,894692,2025-07-01
0821936585,153332,2022-06-12
0821707139,185795,2022-07-31
0821537106,4836,2020-08-29
1850037852,705098,2023-11-21
1850080011,93025,2021-10-18
0821579459,21142,2020-11-17
0821585930,6839,2020-09-20
1850035025,99680,2021-11-14
0821706888,774895,2024-03-26
0821543733,309088,2022-09-19
0822235570,74013,2021-08-07
0821936709,72348,2021-07-29
0821896404,173819,2022-07-18
0821590683,77817,2021-08-23
0821929592,815362,2024-09-24
0821929495,60971,2021-05-24
0822298194,441868,2023-01-03
1850035726,101270,2021-11-20
0821893582,855487,2025-02-19
0822241605,752761,2023-12-21
1850076560,803481,2024-08-04
0821590035,123336,2022-03-13
0821931503,31666,2021-01-27
0822058844,72151,2021-07-28
V9E0011330,875459,2025-04-30
0821705302,849683,2025-02-02
0822298811,795184,2024-06-25
0821536186,806728,2024-08-18
0822243750,702550,2023-11-12
0821537041,409089,2022-11-17
0821892438,50942,2021-04-15
0821931512,653199,2023-08-28
0822298146,83634,2021-09-09
0821928377,49431,2021-04-12
0821874019,759280,2024-01-19
1850077134,102226,2021-11-24
0821707620,866030,2025-03-24
1850108483,831097,2024-11-26
0821538283,905054,2025-07-31
0821542718,891790,2025-06-22
0821871622,44493,2021-03-19
0822319575,78201,2021-08-24
1850080638,831077,2024-11-26
0821586400,846547,2025-01-21
0821708604,110506,2022-01-11
V9E0017589,866397,2025-03-25
0821539044,6210,2020-09-13
0822254207,319146,2022-09-25
V9E0011578,95466,2021-10-26
0822060890,339233,2022-10-11
0821896589,157738,2022-06-16
0821543002,164860,2022-06-28
0821930072,60835,2021-05-23
0821933217,58312,2021-05-11
0822215523,172616,2022-07-17
V9E0017586,865079,2025-03-20
0821544098,120605,2022-03-02
V9E0017685,876201,2025-05-05
1850039555,99679,2021-11-14
0822311595,872163,2025-04-17
0821242426,1296,2020-03-09
0821900745,72504,2021-07-29
0821539897,859402,2025-03-02
0821895838,641343,2023-08-10
0821542916,32094,2021-02-01
0821892290,791474,2024-06-05
0821931257,510745,2023-04-11
1850079463,459556,2023-01-31
0821931951,407505,2022-11-15
0821893332,434320,2022-12-20
0821874039,434791,2022-12-21
0821745609,27720,2020-12-30
0821895340,52590,2021-04-22
0821708785,466019,2023-02-09
0821931080,164246,2022-06-27
1850037852,100633,2021-11-17
0821892258,31870,2021-01-30
0822061235,80785,2021-08-29
1850108435,678582,2023-10-03
1850025277,466234,2023-02-10
0821545432,9697,2020-10-05
1850075924,536956,2023-05-03
0821386336,847857,2025-01-26
0821539175,6509,2020-09-15
0821578702,14796,2020-10-26
0821543471,24796,2020-11-29
0821895422,59010,2021-05-17
0821545829,86579,2021-09-21
0822243509,86585,2021-09-21
0821588203,25386,2020-12-11
0821872762,58366,2021-05-11
0821579956,770894,2024-03-09
1850108741,93638,2021-10-19
0822244185,82707,2021-09-06
0822063999,52860,2021-04-22
0821934334,777425,2024-04-07
0821707120,909520,2025-08-13
1850081284,103178,2021-11-29
1850079308,100009,2021-11-15
0822243742,796815,2024-07-03
0821872011,32164,2021-02-01
1850034838,125566,2022-03-21
0822236833,71309,2021-07-14
0821895422,60025,2021-05-20
0822297737,139876,2022-05-26
0821932598,60239,2021-05-21
0822060505,112308,2022-01-22
0821545918,774304,2024-03-24
1850079213,118433,2022-02-21
0821892844,805854,2024-08-14
1850080951,892486,2025-06-24
1850048461,102329,2021-11-24
0821537330,758548,2024-01-16
0821900745,112924,2022-01-25
0821580359,854896,2025-02-18
0822062999,112032,2022-01-20
V9E0013129,866400,2025-03-25
0821892981,130012,2022-04-13
0821935896,798172,2024-07-09
0821931982,643066,2023-08-13
0822238418,72488,2021-07-29
0821893731,781382,2024-04-24
0821894694,137918,2022-05-24
1850038876,187607,2022-08-01
0821873800,162519,2022-06-23
0822237536,191839,2022-08-03
0821537383,6273,2020-09-13
0821545697,26912,2020-12-25
1850027103,123092,2022-03-13
0821934618,116970,2022-02-14
0821928715,125382,2022-03-20
1850025377,342162,2022-10-13
0822066343,905972,2025-08-03
0822239148,174595,2022-07-19
0821707333,175053,2022-07-20
0821897938,206375,2022-08-09
0822064779,807688,2024-08-21
0821570377,852740,2025-02-12
0821871977,117175,2022-02-14
1850037852,90599,2021-10-09
0821538320,366354,2022-11-02
1850033942,221634,2022-08-15
0821386369,29222,2021-01-12
1850080748,849944,2025-02-03
1850041380,90378,2021-10-06
0821931982,106561,2021-12-18
0821898166,59354,2021-05-18
0821928429,173953,2022-07-19
0821935103,46704,2021-03-29
0821932158,35080,2021-02-18
1850047486,116502,2022-02-11
0821708356,107439,2021-12-22
0821894649,46752,2021-03-29
1850080748,89862,2021-10-04
0822216062,71635,2021-07-15
0821931640,105586,2021-12-13
0822311137,917481,2025-09-09
1850034811,89823,2021-10-04
1850080807,91235,2021-10-11
0821929495,60958,2021-05-24
0821931640,657499,2023-09-03
0821891278,822509,2024-10-27
1850039488,701147,2023-11-07
0822240245,884753,2025-05-27
1850048318,673335,2023-09-25
0821870850,364725,2022-11-01
0822297921,86790,2021-09-22
0821537358,494229,2023-03-15
0822211827,78740,2021-08-26
0822243648,817335,2024-10-03
0821893435,51154,2021-04-17
0821935066,821334,2024-10-22
0821706609,855565,2025-02-19
0821901026,844951,2025-01-15
0822313262,774972,2024-03-27
1850048666,100628,2021-11-17
0821708195,791696,2024-06-06
1850077188,678579,2023-10-03
0821385811,859672,2025-03-03
0822058090,57898,2021-05-09
0821543471,17933,2020-11-06
0822243555,109615,2022-01-05
1850038923,327466,2022-10-01
V9E0012343,855646,2025-02-19
0821538673,4515,2020-08-26
0821929495,61366,2021-05-25
0822242972,88198,2021-09-27
0822253372,874428,2025-04-27
0822063206,862569,2025-03-12
0821350721,131715,2022-04-21
0821542619,19062,2020-11-10
0821928311,54744,2021-04-28
0821707114,11963,2020-10-17
0821872309,36008,2021-02-27
0821580531,20157,2020-11-15
0822234536,65325,2021-06-08
0821543257,24457,2020-11-28
0821211012,1470,2020-04-04
0821570289,27487,2020-12-28
0822233819,70549,2021-07-08
0822061423,845381,2025-01-16
0822244113,81344,2021-08-31
0821578380,72989,2021-08-02
0821579852,26321,2020-12-21
0822311764,85637,2021-09-18
1850074634,133582,2022-05-10
0822240179,591667,2023-06-15
1850034967,168203,2022-07-05
0821588203,24826,2020-11-29
0821927730,494361,2023-03-16
1850048145,130045,2022-04-13
0821350145,4097,2020-08-20
0822235418,83233,2021-09-08
1850035007,222223,2022-08-15
0822239917,90586,2021-10-09
1850049124,817045,2024-10-02
1850048008,761345,2024-01-29
0821587859,26365,2020-12-22
0821892392,327785,2022-10-01
1850079582,218583,2022-08-14
1850077620,116273,2022-02-10
0821591164,104840,2021-12-09
0821580531,154929,2022-06-14
0821897533,242113,2022-08-23
0821543471,24769,2020-11-29
1850027572,349118,2022-10-18
1850038378,152442,2022-06-11
1850021778,865122,2025-03-20
0821708851,842318,2025-01-05
0821592970,180626,2022-07-27
0821210100,68047,2021-06-28
0821895422,61417,2021-05-25
0821537026,5730,2020-09-08
0821542707,23534,2020-11-23
0821705498,769416,2024-03-04
0822242972,88200,2021-09-27
0822236049,78528,2021-08-25
1850031534,631547,2023-07-27
0822319579,857189,2025-02-24
0821348743,850910,2025-02-06
0822237399,469952,2023-02-15
0821931733,277428,2022-09-05
0821873137,29318,2021-01-13
0821211317,407989,2022-11-15
0822298074,543939,2023-05-08
0821896747,62587,2021-05-30
0822312074,828401,2024-11-17
0822061201,55957,2021-05-04
0821544098,12589,2020-10-19
0821545697,26946,2020-12-25
0822253186,473000,2023-02-18
1850080803,166165,2022-07-02
0822240575,82147,2021-09-04
0822240952,83506,2021-09-09
0821588651,406309,2022-11-13
0822059280,824557,2024-11-04
V9E0012951,864731,2025-03-19
0821536848,855082,2025-02-18
0821538290,12428,2020-10-19
0822315326,464381,2023-02-06
0821587355,85841,2021-09-19
0821933064,131429,2022-04-20
0822320146,85048,2021-09-15
1850031956,665000,2023-09-13
0822065630,894553,2025-06-30
0821707605,464523,2023-02-06
0821891142,470494,2023-02-15
0822238604,915759,2025-09-03
0821578216,908732,2025-08-11
0822242051,105755,2021-12-14
0822295902,795290,2024-06-26
0821536254,706302,2023-11-26
1850081100,508687,2023-04-08
0821895545,42590,2021-03-10
1850109096,706606,2023-11-27
0821586911,13891,2020-10-24
0821538796,512968,2023-04-13
1850074556,93072,2021-10-18
1850036662,785623,2024-05-12
1850031520,866553,2025-03-25
0821929495,865941,2025-03-24
1850034723,856861,2025-02-23
0821874266,851624,2025-02-09
0822059381,63543,2021-06-03
0821593000,134958,2022-05-15
1850025632,672466,2023-09-24
0821874039,54366,2021-04-27
0821579883,24428,2020-11-28
1850037245,89514,2021-10-03
0821895422,60368,2021-05-22
0822298716,78839,2021-08-26
0822241756,702910,2023-11-13
0822312612,78865,2021-08-26
0821928377,775211,2024-03-28
0821873263,784794,2024-05-08
0821892762,29194,2021-01-12
0821709055,488271,2023-03-08
0822319909,870668,2025-04-13
0821893082,861574,2025-03-09
0821933686,56505,2021-05-05
1850080244,94946,2021-10-25
0822243780,82314,2021-09-05
0822060747,210865,2022-08-11
0821211263,1312,2020-03-10
0821893609,236007,2022-08-21
1850077769,100902,2021-11-18
0822312612,175025,2022-07-20
0822058459,61896,2021-05-27
0822298149,83264,2021-09-08
0821872561,364717,2022-11-01
0822311244,107054,2021-12-21
0822311803,108864,2022-01-02
1850034503,810491,2024-09-03
0822239700,86775,2021-09-22
0821536554,426684,2022-12-08
0822211587,70164,2021-07-06
0821900880,109288,2022-01-04
0821897364,112110,2022-01-20
1850047754,114681,2022-02-02
0821928429,101262,2021-11-20
0821898675,93389,2021-10-19
0821896565,61329,2021-05-25
0821537217,868427,2025-04-04
1850109006,114701,2022-02-02
0821893609,52063,2021-04-20
0822295906,67601,2021-06-26
1850039895,106496,2021-12-18
1850038546,101791,2021-11-22
0821931936,860119,2025-03-04
0822253186,864709,2025-03-19
0822233825,79043,2021-08-26
0821931257,797554,2024-07-07
1850083099,755546,2024-01-03
0821585798,130943,2022-04-18
0822319935,852341,2025-02-11
0822241667,69734,2021-07-05
0821929495,60962,2021-05-24
1850031518,254394,2022-08-27
0821542916,32040,2021-02-01
0821543471,24798,2020-11-29
0821748484,174469,2022-07-19
0821894543,55795,2021-05-04
0822060127,57181,2021-05-08
0821543812,76466,2021-08-18
0821537738,884132,2025-05-25
0822295750,492780,2023-03-13
0822239337,92063,2021-10-13
0822066108,884130,2025-05-25
0821579459,21138,2020-11-17
0822298311,555658,2023-05-17
0822236599,90900,2021-10-10
0821893753,476559,2023-02-21
0821542916,32042,2021-02-01
0821892568,48188,2021-04-06
0821708610,26823,2020-12-24
0821709214,27083,2020-12-27
0821294328,63100,2021-06-01
0821934855,105766,2021-12-14
0821931936,475554,2023-02-20
1850077200,122858,2022-03-12
1850037805,90983,2021-10-10
1850075845,93677,2021-10-20
0821897891,120132,2022-03-01
0821590096,783157,2024-05-01
1850036370,126180,2022-03-23
0821570374,141412,2022-05-29
0821891548,319149,2022-09-25
0821895422,60319,2021-05-22
0822243218,73100,2021-08-02
0821892932,131319,2022-04-20
1850079584,118459,2022-02-21
0821871124,33821,2021-02-12
1850077188,138969,2022-05-25
0821935769,45243,2021-03-22
0821708195,516448,2023-04-17
0822235460,177933,2022-07-24
0821586140,16066,2020-10-30
0821545429,147417,2022-06-06
0821210954,2336,2020-07-05
1850079474,558925,2023-05-20
0821707814,511022,2023-04-11
0822234536,73092,2021-08-02
0822242276,663579,2023-09-11
1850083270,703513,2023-11-15
0822244008,845242,2025-01-16
0821589834,564751,2023-05-25
0822239947,78193,2021-08-24
1850031520,709408,2023-12-07
0821570553,3771,2020-08-17
0821585738,5448,2020-09-05
0821578647,21465,2020-11-17
0822320162,85253,2021-09-16
0821588850,92605,2021-10-16
0821538796,864297,2025-03-18
1850083210,137781,2022-05-24
0821932725,29338,2021-01-13
0822321606,82727,2021-09-06
0821931741,114966,2022-02-03
0822298344,364736,2022-11-01
0822238484,439468,2022-12-29
0821586935,631703,2023-07-27
0821930806,301520,2022-09-15
0821708303,329961,2022-10-03
0821745899,708180,2023-12-03
0821872946,107742,2021-12-23
1850035117,810300,2024-09-02
1850035552,114187,2022-01-31
0821705510,161484,2022-06-22
0822236990,75083,2021-08-11
1850077129,93192,2021-10-18
1850035045,94072,2021-10-20
0821588910,66377,2021-06-17
0821931609,121455,2022-03-07
0821579459,122519,2022-03-10
0822240259,75769,2021-08-16
0821929953,779726,2024-04-17
0821891804,503565,2023-03-29
0821589292,104848,2021-12-09
1850047395,107825,2021-12-23
0821897778,109161,2022-01-03
0822236635,855041,2025-02-18
0822295892,850871,2025-02-05
1850079005,844267,2025-01-13
0821745661,27115,2020-12-27
0821385794,2050,2020-06-27
0821543471,24886,2020-11-29
0822058103,65146,2021-06-07
0821898069,776427,2024-04-02
0821932931,801369,2024-07-24
1850077638,97526,2021-11-02
0821586097,164863,2022-06-28
0822312014,438159,2022-12-26
0821589092,20050,2020-11-14
0821387281,73003,2021-08-02
0821891804,28712,2021-01-10
0821348670,2641,2020-07-16
0821935179,55544,2021-05-04
V9E0017898,865132,2025-03-20
0822243742,92989,2021-10-18
0822239917,81283,2021-08-31
0822058459,608132,2023-06-26
0821898446,432860,2022-12-18
0822243802,142684,2022-05-30
0821934112,172429,2022-07-17
0821542916,32098,2021-02-01
0822253049,83477,2021-09-09
0821386381,96824,2021-10-31
0821593101,55246,2021-05-01
0822244307,808856,2024-08-27
0821900716,773603,2024-03-21
0821934855,268701,2022-09-02
0822234317,69766,2021-07-05
0822233455,672547,2023-09-24
0821897345,58251,2021-05-10
0821211189,437864,2022-12-26
V9E0016103,863929,2025-03-17
0821894649,469040,2023-02-14
0821929049,844978,2025-01-15
0821544965,694032,2023-10-24
1850077129,419696,2022-11-28
0821898416,52239,2021-04-20
0822312822,274655,2022-09-04
1850083095,423717,2022-12-04
0821586700,161681,2022-06-22
0821898296,434875,2022-12-21
0821873491,178548,2022-07-25
0822297921,837715,2024-12-18
0821873610,46226,2021-03-27
0822215869,78445,2021-08-25
0821893082,115687,2022-02-07
0821543257,802663,2024-07-31
0821929563,30415,2021-01-19
0821896168,107139,2021-12-21
0822236489,75342,2021-08-13
0821893861,795558,2024-06-27
0821542650,805660,2024-08-13
0821894025,66955,2021-06-22
0822238293,844565,2025-01-14
0822238100,873185,2025-04-22
0821570553,3785,2020-08-17
1850025632,899878,2025-07-17
1850108715,110500,2022-01-11
0821708087,10521,2020-10-11
0821542636,17818,2020-11-05
0821929913,43509,2021-03-15
0821585875,163738,2022-06-26
0822060191,96431,2021-10-29
0821934760,796432,2024-07-01
1850053923,132330,2022-04-26
0822234083,587127,2023-06-12
0822243041,784202,2024-05-07
0821933596,891665,2025-06-22
1850032600,203238,2022-08-08
0821543471,24772,2020-11-29
0821934175,60582,2021-05-22
1850031440,609944,2023-06-26
0821871124,34633,2021-02-16
1850037852,785888,2024-05-13
1850075180,638328,2023-08-06
0821930669,54036,2021-04-26
0822298850,83321,2021-09-08
0822242419,75193,2021-08-11
0821933861,704555,2023-11-19
1850027993,673369,2023-09-25
1850079601,703901,2023-11-16
0821927935,485673,2023-03-05
1850056631,784486,2024-05-08
0821588008,74938,2021-08-10
1850056188,113588,2022-01-27
0822253433,85078,2021-09-15
0821929322,476249,2023-02-21
0821538718,6702,2020-09-17
0821385783,1848,2020-05-20
1850077814,97497,2021-11-02
0821536174,710894,2023-12-13
1850077779,456433,2023-01-24
0821891262,34841,2021-02-17
0821708271,13221,2020-10-21
0821892759,28430,2021-01-06
0821895887,49587,2021-04-12
0821896728,700980,2023-11-06
1850081723,466809,2023-02-12
0822241927,105691,2021-12-14
0821898239,56463,2021-05-05
0821872762,62839,2021-05-31
0821546014,9942,2020-10-06
0821709232,32186,2021-02-01
0821590603,126765,2022-03-28
0821746758,320531,2022-09-26
1850082315,357803,2022-10-26
0821935054,53862,2021-04-25
0821589961,15556,2020-10-28
0821592970,79041,2021-08-26
0821928486,44103,2021-03-17
0821936309,88812,2021-09-30
0821936127,101709,2021-11-22
1850077090,115357,2022-02-05
0821897509,91754,2021-10-12
0821242426,849280,2025-01-30
0821895422,61402,2021-05-25
0822311317,77935,2021-08-24
1180124875,912832,2025-08-25
0821589961,136862,2022-05-23
1850073757,889128,2025-06-12
0821468636,886095,2025-05-30
0821900880,623620,2023-07-13
0821934855,62694,2021-05-30
0822243993,107105,2021-12-21
0821935961,139418,2022-05-26
0821537041,132493,2022-04-27
0822236990,136732,2022-05-22
0821892016,872317,2025-04-18
0822235064,882918,2025-05-21
0822236040,65245,2021-06-08
0821705302,10876,2020-10-12
1850108261,425475,2022-12-06
0822236009,83833,2021-09-11
0821897234,318695,2022-09-25
1850021701,813350,2024-09-16
0822237988,678174,2023-10-02
1850080087,695219,2023-10-26
0822312979,409410,2022-11-17
0821930283,862427,2025-03-11
V9E0012740,868760,2025-04-06
1850080011,891194,2025-06-19
0821896800,787948,2024-05-21
1850035197,896638,2025-07-08
0822319915,159201,2022-06-19
0822237278,770492,2024-03-07
0821934260,118595,2022-02-21
0822237603,75246,2021-08-11
1850039805,303672,2022-09-16
0822235902,451515,2023-01-18
0822212266,107756,2021-12-23
0821873223,798226,2024-07-10
1850037610,781354,2024-04-24
1850075406,775273,2024-03-28
0822024247,811909,2024-09-09
0822212551,99934,2021-11-15
0821580851,773370,2024-03-20
0821931134,781971,2024-04-28
0822236180,790041,2024-05-30
V9E0016963,885254,2025-05-28
0822297574,437310,2022-12-25
0821892392,906150,2025-08-03
0822312952,683416,2023-10-10
0821936027,48072,2021-04-06
0821895422,70862,2021-07-11
0821708098,10176,2020-10-08
0821579459,21088,2020-11-17
1850025389,649136,2023-08-22
0821896728,631616,2023-07-27
0821931167,771122,2024-03-10
